,Caution
14252,OptiMARK can cause a life-threatening condition in people with advanced kidney disease. You should not receive this medication if you have kidney disease or if you are on dialysis.
14253,There are many brands and forms of saliva substitutes available. Not all brands are listed on this leaflet. Follow all directions on your medicine label and package.
14254,You should not use this medication if you have ever had an allergic reaction to Optimum Charcoal.
14255,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14256,None
14257,None
14258,None
14259,None
14260,None
14261,None
14262,None
14263,None
14264,None
14265,None
14266,None
14267,You should not be treated with  Optiray 240 if you have symptoms of an overactive thyroid. Tell your doctor if you have ever had any type of reaction to another contrast agent.
14268,You should not be treated with  Optiray 300 if you have symptoms of an overactive thyroid. Tell your doctor if you have ever had any type of reaction to another contrast agent.
14269,You should not be treated with  Optiray 320 if you have symptoms of an overactive thyroid. Tell your doctor if you have ever had any type of reaction to another contrast agent.
14270,You should not be treated with  Optiray 350 if you have symptoms of an overactive thyroid. Tell your doctor if you have ever had any type of reaction to another contrast agent.
14271,"You should not be treated with Optison if you have a genetic heart condition called ""cardiac shunt."""
14272,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14273,You should not use an optive to treat or prevent an eye infection.
14274,None
14275,None
14276,None
14277,None
14278,Orabase used in the mouth may cause a condition in which the oxygen in the body tissues can become dangerously low. This is a potentially fatal condition called methemoglobinemia (met-HEEM-oh glo-bin-EE-mee-a). Do not use this medicine if you have ever had methemoglobinemia.
14279,None
14280,None
14281,None
14282,"You should not use this medication if you have kidney failure, severe heart damage (such as from a prior heart attack), Addison's disease (an adrenal gland disorder), high levels of potassium in your blood (hyperkalemia), or if you are severely dehydrated or have heat cramps."
14283,None
14284,None
14285,None
14286,Orajel used in the mouth may cause a condition in which the oxygen in your body tissues can become dangerously low. This is a potentially fatal condition called methemoglobinemia (met-HEEM-oh glo-bin-EE-mee-a). Do not use this medicine if you have ever had methemoglobinemia.
14287,None
14288,"You should not use this medicine if you have uncontrolled asthma, or if you have a history of allergic reaction to a pollen-extract medicine, or allergic reaction that affected your esophagus."
14289,None
14290,None
14291,"Follow all directions on the label and package, or use exactly as prescribed by your dentist or doctor."
14292,None
14293,None
14294,None
14295,None
14296,None
14297,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14298,None
14299,None
14300,None
14301,None
14302,None
14303,"Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14304,None
14305,None
14306,"You should not use  Orap if you have long QT syndrome, low blood levels of potassium or magnesium, or if you take any medication that can cause tics (such as a stimulant or ADHD medication)."
14307,You should not use  Orapred if you have a fungal infection anywhere in your body.
14308,None
14309,None
14310,None
14311,None
14312,None
14313,None
14314,"Before using Orazinc, talk to your doctor, pharmacist, herbalist, or other healthcare provider. You may not be able to use this medicine if you have certain medical conditions."
14315,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14316,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14317,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14318,None
14319,"You should not use  Orbivan if you have porphyria, or if you have recently used alcohol, sedatives, tranquilizers, or other narcotic medications."
14320,None
14321,None
14322,"Before using Orencia, tell your doctor if you have ever had tuberculosis (TB), if anyone in your household has tuberculosis, or if you have recently traveled to an area where tuberculosis is common."
14323,None
14324,None
14325,None
14326,None
14327,"Call your doctor at once if you have vision problems, eye pain, eye redness or burning, easy bruising, unusual bleeding, itching, or jaundice (yellowing of the skin or eyes). Tell your doctor if your baby has a sudden change in behavior, ability, or development (sitting up, crawling, walking, talking, etc)."
14328,None
14329,None
14330,None
14331,None
14332,None
14333,None
14334,Do not use Oriahnn if you are pregnant.
14335,None
14336,Do not use Orilissa if you are pregnant. Elagolix may cause miscarriage.
14337,None
14338,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
14339,None
14340,"Orkambi can cause serious side effects. High liver enzymes in the blood, which can be a sign of liver injury, have been reported in patients receiving this medicice. Your doctor will do blood tests to check your liver."
14341,None
14342,None
14343,None
14344,"Ask a doctor before taking medicine that contains acetaminophen if you have ever had liver disease, or if you drink more than 3 alcoholic beverages per day."
14345,"Ask a doctor before taking medicine that contains acetaminophen if you have ever had liver disease, or if you drink more than 3 alcoholic beverages per day."
14346,None
14347,"You should not take  orphenadrine if you have urination problems, an enlarged prostate, glaucoma, a stomach ulcer or blockage in your digestive tract, trouble swallowing, or myasthenia gravis."
